Frame,Compared_To,RMSD,Category
910,Frame 1,7.002208,>5 Å
910,Frame 2,7.002208,>5 Å
911,Frame 1,6.444545,>5 Å
911,Frame 2,6.444545,>5 Å
912,Frame 1,6.832211,>5 Å
912,Frame 2,6.832211,>5 Å
913,Frame 1,6.764539,>5 Å
913,Frame 2,6.764539,>5 Å
914,Frame 1,6.713272,>5 Å
914,Frame 2,6.713272,>5 Å
915,Frame 1,6.673944,>5 Å
915,Frame 2,6.673944,>5 Å
916,Frame 1,6.779465,>5 Å
916,Frame 2,6.779465,>5 Å
917,Frame 1,6.553229,>5 Å
917,Frame 2,6.553229,>5 Å
918,Frame 1,6.617495,>5 Å
918,Frame 2,6.617495,>5 Å
919,Frame 1,6.355162,>5 Å
919,Frame 2,6.355162,>5 Å
920,Frame 1,6.543068,>5 Å
920,Frame 2,6.543068,>5 Å
921,Frame 1,6.469483,>5 Å
921,Frame 2,6.469483,>5 Å
922,Frame 1,6.928435,>5 Å
922,Frame 2,6.928435,>5 Å
923,Frame 1,6.754077,>5 Å
923,Frame 2,6.754077,>5 Å
924,Frame 1,6.934381,>5 Å
924,Frame 2,6.934381,>5 Å
925,Frame 1,6.682710,>5 Å
925,Frame 2,6.682710,>5 Å
926,Frame 1,6.703717,>5 Å
926,Frame 2,6.703717,>5 Å
927,Frame 1,6.170445,>5 Å
927,Frame 2,6.170445,>5 Å
928,Frame 1,6.706732,>5 Å
928,Frame 2,6.706732,>5 Å
929,Frame 1,6.821522,>5 Å
929,Frame 2,6.821522,>5 Å
930,Frame 1,6.685256,>5 Å
930,Frame 2,6.685256,>5 Å
931,Frame 1,6.487187,>5 Å
931,Frame 2,6.487187,>5 Å
932,Frame 1,6.487499,>5 Å
932,Frame 2,6.487499,>5 Å
933,Frame 1,6.342975,>5 Å
933,Frame 2,6.342975,>5 Å
934,Frame 1,5.871348,>5 Å
934,Frame 2,5.871348,>5 Å
935,Frame 1,5.405341,>5 Å
935,Frame 2,5.405341,>5 Å
936,Frame 1,5.386296,>5 Å
936,Frame 2,5.386296,>5 Å
937,Frame 1,6.326760,>5 Å
937,Frame 2,6.326760,>5 Å
938,Frame 1,6.711576,>5 Å
938,Frame 2,6.711576,>5 Å
939,Frame 1,6.520242,>5 Å
939,Frame 2,6.520242,>5 Å
940,Frame 1,6.273059,>5 Å
940,Frame 2,6.273059,>5 Å
941,Frame 1,6.677365,>5 Å
941,Frame 2,6.677365,>5 Å
942,Frame 1,6.529398,>5 Å
942,Frame 2,6.529398,>5 Å
943,Frame 1,6.698673,>5 Å
943,Frame 2,6.698673,>5 Å
944,Frame 1,6.762361,>5 Å
944,Frame 2,6.762361,>5 Å
945,Frame 1,6.767020,>5 Å
945,Frame 2,6.767020,>5 Å
946,Frame 1,6.507887,>5 Å
946,Frame 2,6.507887,>5 Å
947,Frame 1,6.838982,>5 Å
947,Frame 2,6.838982,>5 Å
948,Frame 1,7.089477,>5 Å
948,Frame 2,7.089477,>5 Å
949,Frame 1,7.093238,>5 Å
949,Frame 2,7.093238,>5 Å
950,Frame 1,7.052359,>5 Å
950,Frame 2,7.052359,>5 Å
951,Frame 1,6.892063,>5 Å
951,Frame 2,6.892063,>5 Å
952,Frame 1,7.035858,>5 Å
952,Frame 2,7.035858,>5 Å
953,Frame 1,6.960926,>5 Å
953,Frame 2,6.960926,>5 Å
954,Frame 1,7.137596,>5 Å
954,Frame 2,7.137596,>5 Å
955,Frame 1,6.590321,>5 Å
955,Frame 2,6.590321,>5 Å
956,Frame 1,6.860592,>5 Å
956,Frame 2,6.860592,>5 Å
957,Frame 1,6.780284,>5 Å
957,Frame 2,6.780284,>5 Å
958,Frame 1,7.272266,>5 Å
958,Frame 2,7.272266,>5 Å
959,Frame 1,6.772864,>5 Å
959,Frame 2,6.772864,>5 Å
960,Frame 1,6.810106,>5 Å
960,Frame 2,6.810106,>5 Å
961,Frame 1,7.027777,>5 Å
961,Frame 2,7.027777,>5 Å
962,Frame 1,7.092193,>5 Å
962,Frame 2,7.092193,>5 Å
963,Frame 1,6.770542,>5 Å
963,Frame 2,6.770542,>5 Å
964,Frame 1,6.935728,>5 Å
964,Frame 2,6.935728,>5 Å
965,Frame 1,6.982664,>5 Å
965,Frame 2,6.982664,>5 Å
966,Frame 1,6.997199,>5 Å
966,Frame 2,6.997199,>5 Å
967,Frame 1,6.762957,>5 Å
967,Frame 2,6.762957,>5 Å
968,Frame 1,6.755464,>5 Å
968,Frame 2,6.755464,>5 Å
969,Frame 1,6.559833,>5 Å
969,Frame 2,6.559833,>5 Å
970,Frame 1,6.712021,>5 Å
970,Frame 2,6.712021,>5 Å
971,Frame 1,6.914966,>5 Å
971,Frame 2,6.914966,>5 Å
972,Frame 1,6.755826,>5 Å
972,Frame 2,6.755826,>5 Å
973,Frame 1,6.663549,>5 Å
973,Frame 2,6.663549,>5 Å
974,Frame 1,6.860284,>5 Å
974,Frame 2,6.860284,>5 Å
975,Frame 1,7.140027,>5 Å
975,Frame 2,7.140027,>5 Å
976,Frame 1,6.887149,>5 Å
976,Frame 2,6.887149,>5 Å
977,Frame 1,7.107145,>5 Å
977,Frame 2,7.107145,>5 Å
978,Frame 1,6.897899,>5 Å
978,Frame 2,6.897899,>5 Å
979,Frame 1,6.708066,>5 Å
979,Frame 2,6.708066,>5 Å
980,Frame 1,5.730455,>5 Å
980,Frame 2,5.730455,>5 Å
981,Frame 1,6.514700,>5 Å
981,Frame 2,6.514700,>5 Å
982,Frame 1,6.704910,>5 Å
982,Frame 2,6.704910,>5 Å
983,Frame 1,6.687542,>5 Å
983,Frame 2,6.687542,>5 Å
984,Frame 1,6.481157,>5 Å
984,Frame 2,6.481157,>5 Å
985,Frame 1,6.884071,>5 Å
985,Frame 2,6.884071,>5 Å
986,Frame 1,6.684105,>5 Å
986,Frame 2,6.684105,>5 Å
987,Frame 1,7.130710,>5 Å
987,Frame 2,7.130710,>5 Å
988,Frame 1,6.731957,>5 Å
988,Frame 2,6.731957,>5 Å
989,Frame 1,6.969931,>5 Å
989,Frame 2,6.969931,>5 Å
990,Frame 1,7.068637,>5 Å
990,Frame 2,7.068637,>5 Å
991,Frame 1,7.084867,>5 Å
991,Frame 2,7.084867,>5 Å
992,Frame 1,7.432806,>5 Å
992,Frame 2,7.432806,>5 Å
993,Frame 1,7.267659,>5 Å
993,Frame 2,7.267659,>5 Å
994,Frame 1,7.291509,>5 Å
994,Frame 2,7.291509,>5 Å
995,Frame 1,7.401213,>5 Å
995,Frame 2,7.401213,>5 Å
996,Frame 1,7.173880,>5 Å
996,Frame 2,7.173880,>5 Å
997,Frame 1,6.931139,>5 Å
997,Frame 2,6.931139,>5 Å
998,Frame 1,7.316258,>5 Å
998,Frame 2,7.316258,>5 Å
999,Frame 1,7.288992,>5 Å
999,Frame 2,7.288992,>5 Å
1000,Frame 1,7.072731,>5 Å
1000,Frame 2,7.072731,>5 Å
1001,Frame 1,7.237018,>5 Å
1001,Frame 2,7.237018,>5 Å
1002,Frame 1,7.160172,>5 Å
1002,Frame 2,7.160172,>5 Å
