Frame,Compared_To,RMSD,Category
1,Frame 1,0.000000,<=2 Å
1,Frame 2,0.000000,<=2 Å
2,Frame 1,0.000000,<=2 Å
2,Frame 2,0.000000,<=2 Å
3,Frame 1,2.308597,2-3 Å
3,Frame 2,2.308597,2-3 Å
4,Frame 1,2.166696,2-3 Å
4,Frame 2,2.166696,2-3 Å
5,Frame 1,2.238443,2-3 Å
5,Frame 2,2.238443,2-3 Å
6,Frame 1,2.437304,2-3 Å
6,Frame 2,2.437304,2-3 Å
7,Frame 1,2.245797,2-3 Å
7,Frame 2,2.245797,2-3 Å
8,Frame 1,2.361336,2-3 Å
8,Frame 2,2.361336,2-3 Å
9,Frame 1,2.455697,2-3 Å
9,Frame 2,2.455697,2-3 Å
10,Frame 1,2.118081,2-3 Å
10,Frame 2,2.118081,2-3 Å
11,Frame 1,2.524855,2-3 Å
11,Frame 2,2.524855,2-3 Å
12,Frame 1,2.334218,2-3 Å
12,Frame 2,2.334218,2-3 Å
13,Frame 1,2.153034,2-3 Å
13,Frame 2,2.153034,2-3 Å
14,Frame 1,2.250203,2-3 Å
14,Frame 2,2.250203,2-3 Å
15,Frame 1,2.247501,2-3 Å
15,Frame 2,2.247501,2-3 Å
16,Frame 1,2.276732,2-3 Å
16,Frame 2,2.276732,2-3 Å
17,Frame 1,2.298133,2-3 Å
17,Frame 2,2.298133,2-3 Å
18,Frame 1,2.585036,2-3 Å
18,Frame 2,2.585036,2-3 Å
19,Frame 1,2.474108,2-3 Å
19,Frame 2,2.474108,2-3 Å
20,Frame 1,2.507813,2-3 Å
20,Frame 2,2.507813,2-3 Å
21,Frame 1,2.379646,2-3 Å
21,Frame 2,2.379646,2-3 Å
22,Frame 1,2.341547,2-3 Å
22,Frame 2,2.341547,2-3 Å
23,Frame 1,2.511493,2-3 Å
23,Frame 2,2.511493,2-3 Å
24,Frame 1,2.400737,2-3 Å
24,Frame 2,2.400737,2-3 Å
25,Frame 1,2.508663,2-3 Å
25,Frame 2,2.508663,2-3 Å
26,Frame 1,2.724130,2-3 Å
26,Frame 2,2.724130,2-3 Å
27,Frame 1,2.538924,2-3 Å
27,Frame 2,2.538924,2-3 Å
28,Frame 1,2.450702,2-3 Å
28,Frame 2,2.450702,2-3 Å
29,Frame 1,2.773154,2-3 Å
29,Frame 2,2.773154,2-3 Å
30,Frame 1,2.945603,2-3 Å
30,Frame 2,2.945603,2-3 Å
31,Frame 1,2.723695,2-3 Å
31,Frame 2,2.723695,2-3 Å
32,Frame 1,2.850438,2-3 Å
32,Frame 2,2.850438,2-3 Å
33,Frame 1,2.758316,2-3 Å
33,Frame 2,2.758316,2-3 Å
34,Frame 1,2.794221,2-3 Å
34,Frame 2,2.794221,2-3 Å
35,Frame 1,2.730830,2-3 Å
35,Frame 2,2.730830,2-3 Å
36,Frame 1,2.661147,2-3 Å
36,Frame 2,2.661147,2-3 Å
37,Frame 1,2.710136,2-3 Å
37,Frame 2,2.710136,2-3 Å
38,Frame 1,2.955212,2-3 Å
38,Frame 2,2.955212,2-3 Å
39,Frame 1,2.902107,2-3 Å
39,Frame 2,2.902107,2-3 Å
40,Frame 1,2.850738,2-3 Å
40,Frame 2,2.850738,2-3 Å
41,Frame 1,2.880810,2-3 Å
41,Frame 2,2.880810,2-3 Å
42,Frame 1,2.912517,2-3 Å
42,Frame 2,2.912517,2-3 Å
43,Frame 1,2.890487,2-3 Å
43,Frame 2,2.890487,2-3 Å
44,Frame 1,2.906351,2-3 Å
44,Frame 2,2.906351,2-3 Å
45,Frame 1,2.902645,2-3 Å
45,Frame 2,2.902645,2-3 Å
46,Frame 1,2.996864,2-3 Å
46,Frame 2,2.996864,2-3 Å
47,Frame 1,2.915816,2-3 Å
47,Frame 2,2.915816,2-3 Å
48,Frame 1,2.925165,2-3 Å
48,Frame 2,2.925165,2-3 Å
49,Frame 1,2.836787,2-3 Å
49,Frame 2,2.836787,2-3 Å
50,Frame 1,2.780059,2-3 Å
50,Frame 2,2.780059,2-3 Å
51,Frame 1,2.759236,2-3 Å
51,Frame 2,2.759236,2-3 Å
52,Frame 1,2.662546,2-3 Å
52,Frame 2,2.662546,2-3 Å
53,Frame 1,2.995701,2-3 Å
53,Frame 2,2.995701,2-3 Å
54,Frame 1,2.945375,2-3 Å
54,Frame 2,2.945375,2-3 Å
55,Frame 1,2.869341,2-3 Å
55,Frame 2,2.869341,2-3 Å
56,Frame 1,3.082540,3-4 Å
56,Frame 2,3.082540,3-4 Å
57,Frame 1,2.915930,2-3 Å
57,Frame 2,2.915930,2-3 Å
58,Frame 1,2.890627,2-3 Å
58,Frame 2,2.890627,2-3 Å
59,Frame 1,2.946821,2-3 Å
59,Frame 2,2.946821,2-3 Å
60,Frame 1,2.930499,2-3 Å
60,Frame 2,2.930499,2-3 Å
61,Frame 1,2.945652,2-3 Å
61,Frame 2,2.945652,2-3 Å
62,Frame 1,2.887221,2-3 Å
62,Frame 2,2.887221,2-3 Å
63,Frame 1,3.046559,3-4 Å
63,Frame 2,3.046559,3-4 Å
64,Frame 1,2.905488,2-3 Å
64,Frame 2,2.905488,2-3 Å
65,Frame 1,2.857672,2-3 Å
65,Frame 2,2.857672,2-3 Å
66,Frame 1,3.258789,3-4 Å
66,Frame 2,3.258789,3-4 Å
67,Frame 1,2.900623,2-3 Å
67,Frame 2,2.900623,2-3 Å
68,Frame 1,3.207382,3-4 Å
68,Frame 2,3.207382,3-4 Å
69,Frame 1,3.005248,3-4 Å
69,Frame 2,3.005248,3-4 Å
70,Frame 1,2.857106,2-3 Å
70,Frame 2,2.857106,2-3 Å
71,Frame 1,2.705896,2-3 Å
71,Frame 2,2.705896,2-3 Å
72,Frame 1,2.850333,2-3 Å
72,Frame 2,2.850333,2-3 Å
73,Frame 1,3.178269,3-4 Å
73,Frame 2,3.178269,3-4 Å
74,Frame 1,2.880241,2-3 Å
74,Frame 2,2.880241,2-3 Å
75,Frame 1,3.155002,3-4 Å
75,Frame 2,3.155002,3-4 Å
76,Frame 1,2.822287,2-3 Å
76,Frame 2,2.822287,2-3 Å
77,Frame 1,2.852640,2-3 Å
77,Frame 2,2.852640,2-3 Å
78,Frame 1,3.112817,3-4 Å
78,Frame 2,3.112817,3-4 Å
79,Frame 1,3.098435,3-4 Å
79,Frame 2,3.098435,3-4 Å
80,Frame 1,3.105266,3-4 Å
80,Frame 2,3.105266,3-4 Å
81,Frame 1,3.345075,3-4 Å
81,Frame 2,3.345075,3-4 Å
82,Frame 1,3.141816,3-4 Å
82,Frame 2,3.141816,3-4 Å
83,Frame 1,3.125653,3-4 Å
83,Frame 2,3.125653,3-4 Å
84,Frame 1,3.359189,3-4 Å
84,Frame 2,3.359189,3-4 Å
85,Frame 1,3.486349,3-4 Å
85,Frame 2,3.486349,3-4 Å
86,Frame 1,3.154281,3-4 Å
86,Frame 2,3.154281,3-4 Å
87,Frame 1,3.342277,3-4 Å
87,Frame 2,3.342277,3-4 Å
88,Frame 1,3.378165,3-4 Å
88,Frame 2,3.378165,3-4 Å
89,Frame 1,3.062284,3-4 Å
89,Frame 2,3.062284,3-4 Å
90,Frame 1,3.321749,3-4 Å
90,Frame 2,3.321749,3-4 Å
91,Frame 1,2.966348,2-3 Å
91,Frame 2,2.966348,2-3 Å
92,Frame 1,2.998015,2-3 Å
92,Frame 2,2.998015,2-3 Å
93,Frame 1,3.045249,3-4 Å
93,Frame 2,3.045249,3-4 Å
94,Frame 1,2.929562,2-3 Å
94,Frame 2,2.929562,2-3 Å
95,Frame 1,2.985358,2-3 Å
95,Frame 2,2.985358,2-3 Å
96,Frame 1,2.981493,2-3 Å
96,Frame 2,2.981493,2-3 Å
97,Frame 1,2.981142,2-3 Å
97,Frame 2,2.981142,2-3 Å
98,Frame 1,3.224340,3-4 Å
98,Frame 2,3.224340,3-4 Å
99,Frame 1,3.218111,3-4 Å
99,Frame 2,3.218111,3-4 Å
100,Frame 1,3.253919,3-4 Å
100,Frame 2,3.253919,3-4 Å
101,Frame 1,3.087651,3-4 Å
101,Frame 2,3.087651,3-4 Å
102,Frame 1,3.236664,3-4 Å
102,Frame 2,3.236664,3-4 Å
103,Frame 1,3.075420,3-4 Å
103,Frame 2,3.075420,3-4 Å
104,Frame 1,3.261336,3-4 Å
104,Frame 2,3.261336,3-4 Å
105,Frame 1,3.184041,3-4 Å
105,Frame 2,3.184041,3-4 Å
106,Frame 1,2.986019,2-3 Å
106,Frame 2,2.986019,2-3 Å
107,Frame 1,2.886333,2-3 Å
107,Frame 2,2.886333,2-3 Å
108,Frame 1,2.852754,2-3 Å
108,Frame 2,2.852754,2-3 Å
109,Frame 1,3.097985,3-4 Å
109,Frame 2,3.097985,3-4 Å
110,Frame 1,2.974602,2-3 Å
110,Frame 2,2.974602,2-3 Å
111,Frame 1,2.993997,2-3 Å
111,Frame 2,2.993997,2-3 Å
112,Frame 1,3.005573,3-4 Å
112,Frame 2,3.005573,3-4 Å
113,Frame 1,2.984511,2-3 Å
113,Frame 2,2.984511,2-3 Å
114,Frame 1,3.061164,3-4 Å
114,Frame 2,3.061164,3-4 Å
115,Frame 1,2.869799,2-3 Å
115,Frame 2,2.869799,2-3 Å
116,Frame 1,2.911904,2-3 Å
116,Frame 2,2.911904,2-3 Å
117,Frame 1,3.146846,3-4 Å
117,Frame 2,3.146846,3-4 Å
118,Frame 1,2.872090,2-3 Å
118,Frame 2,2.872090,2-3 Å
119,Frame 1,3.056183,3-4 Å
119,Frame 2,3.056183,3-4 Å
120,Frame 1,3.182761,3-4 Å
120,Frame 2,3.182761,3-4 Å
121,Frame 1,3.018337,3-4 Å
121,Frame 2,3.018337,3-4 Å
122,Frame 1,3.114431,3-4 Å
122,Frame 2,3.114431,3-4 Å
123,Frame 1,3.047527,3-4 Å
123,Frame 2,3.047527,3-4 Å
124,Frame 1,3.091763,3-4 Å
124,Frame 2,3.091763,3-4 Å
125,Frame 1,3.031250,3-4 Å
125,Frame 2,3.031250,3-4 Å
126,Frame 1,3.131395,3-4 Å
126,Frame 2,3.131395,3-4 Å
127,Frame 1,3.122154,3-4 Å
127,Frame 2,3.122154,3-4 Å
128,Frame 1,3.157484,3-4 Å
128,Frame 2,3.157484,3-4 Å
129,Frame 1,3.030737,3-4 Å
129,Frame 2,3.030737,3-4 Å
130,Frame 1,3.298763,3-4 Å
130,Frame 2,3.298763,3-4 Å
131,Frame 1,2.975501,2-3 Å
131,Frame 2,2.975501,2-3 Å
132,Frame 1,3.170517,3-4 Å
132,Frame 2,3.170517,3-4 Å
133,Frame 1,3.232338,3-4 Å
133,Frame 2,3.232338,3-4 Å
134,Frame 1,3.300170,3-4 Å
134,Frame 2,3.300170,3-4 Å
135,Frame 1,3.177314,3-4 Å
135,Frame 2,3.177314,3-4 Å
136,Frame 1,2.992997,2-3 Å
136,Frame 2,2.992997,2-3 Å
137,Frame 1,3.189034,3-4 Å
137,Frame 2,3.189034,3-4 Å
138,Frame 1,3.052327,3-4 Å
138,Frame 2,3.052327,3-4 Å
139,Frame 1,3.136231,3-4 Å
139,Frame 2,3.136231,3-4 Å
140,Frame 1,3.076733,3-4 Å
140,Frame 2,3.076733,3-4 Å
141,Frame 1,2.980546,2-3 Å
141,Frame 2,2.980546,2-3 Å
142,Frame 1,3.090569,3-4 Å
142,Frame 2,3.090569,3-4 Å
143,Frame 1,2.951420,2-3 Å
143,Frame 2,2.951420,2-3 Å
144,Frame 1,3.164134,3-4 Å
144,Frame 2,3.164134,3-4 Å
145,Frame 1,3.022685,3-4 Å
145,Frame 2,3.022685,3-4 Å
146,Frame 1,3.018656,3-4 Å
146,Frame 2,3.018656,3-4 Å
147,Frame 1,3.023420,3-4 Å
147,Frame 2,3.023420,3-4 Å
148,Frame 1,3.071965,3-4 Å
148,Frame 2,3.071965,3-4 Å
149,Frame 1,3.049957,3-4 Å
149,Frame 2,3.049957,3-4 Å
150,Frame 1,3.086932,3-4 Å
150,Frame 2,3.086932,3-4 Å
151,Frame 1,3.328466,3-4 Å
151,Frame 2,3.328466,3-4 Å
152,Frame 1,3.071699,3-4 Å
152,Frame 2,3.071699,3-4 Å
153,Frame 1,2.979804,2-3 Å
153,Frame 2,2.979804,2-3 Å
154,Frame 1,3.071925,3-4 Å
154,Frame 2,3.071925,3-4 Å
155,Frame 1,2.961476,2-3 Å
155,Frame 2,2.961476,2-3 Å
156,Frame 1,3.085094,3-4 Å
156,Frame 2,3.085094,3-4 Å
157,Frame 1,2.997400,2-3 Å
157,Frame 2,2.997400,2-3 Å
158,Frame 1,3.154498,3-4 Å
158,Frame 2,3.154498,3-4 Å
159,Frame 1,3.303267,3-4 Å
159,Frame 2,3.303267,3-4 Å
160,Frame 1,3.231329,3-4 Å
160,Frame 2,3.231329,3-4 Å
161,Frame 1,3.028327,3-4 Å
161,Frame 2,3.028327,3-4 Å
162,Frame 1,3.216495,3-4 Å
162,Frame 2,3.216495,3-4 Å
163,Frame 1,3.171493,3-4 Å
163,Frame 2,3.171493,3-4 Å
164,Frame 1,3.051215,3-4 Å
164,Frame 2,3.051215,3-4 Å
165,Frame 1,3.085758,3-4 Å
165,Frame 2,3.085758,3-4 Å
166,Frame 1,3.326926,3-4 Å
166,Frame 2,3.326926,3-4 Å
167,Frame 1,3.264754,3-4 Å
167,Frame 2,3.264754,3-4 Å
168,Frame 1,3.268342,3-4 Å
168,Frame 2,3.268342,3-4 Å
169,Frame 1,3.011972,3-4 Å
169,Frame 2,3.011972,3-4 Å
170,Frame 1,3.149548,3-4 Å
170,Frame 2,3.149548,3-4 Å
171,Frame 1,3.261209,3-4 Å
171,Frame 2,3.261209,3-4 Å
172,Frame 1,3.085696,3-4 Å
172,Frame 2,3.085696,3-4 Å
173,Frame 1,3.216612,3-4 Å
173,Frame 2,3.216612,3-4 Å
174,Frame 1,3.141874,3-4 Å
174,Frame 2,3.141874,3-4 Å
175,Frame 1,3.119968,3-4 Å
175,Frame 2,3.119968,3-4 Å
176,Frame 1,3.196036,3-4 Å
176,Frame 2,3.196036,3-4 Å
177,Frame 1,3.188475,3-4 Å
177,Frame 2,3.188475,3-4 Å
178,Frame 1,3.299314,3-4 Å
178,Frame 2,3.299314,3-4 Å
179,Frame 1,3.224888,3-4 Å
179,Frame 2,3.224888,3-4 Å
180,Frame 1,3.099097,3-4 Å
180,Frame 2,3.099097,3-4 Å
181,Frame 1,3.041412,3-4 Å
181,Frame 2,3.041412,3-4 Å
182,Frame 1,3.198073,3-4 Å
182,Frame 2,3.198073,3-4 Å
183,Frame 1,3.132204,3-4 Å
183,Frame 2,3.132204,3-4 Å
184,Frame 1,3.208945,3-4 Å
184,Frame 2,3.208945,3-4 Å
185,Frame 1,3.164087,3-4 Å
185,Frame 2,3.164087,3-4 Å
186,Frame 1,3.174471,3-4 Å
186,Frame 2,3.174471,3-4 Å
187,Frame 1,3.366052,3-4 Å
187,Frame 2,3.366052,3-4 Å
188,Frame 1,3.209142,3-4 Å
188,Frame 2,3.209142,3-4 Å
189,Frame 1,3.408949,3-4 Å
189,Frame 2,3.408949,3-4 Å
190,Frame 1,3.388702,3-4 Å
190,Frame 2,3.388702,3-4 Å
191,Frame 1,3.339004,3-4 Å
191,Frame 2,3.339004,3-4 Å
192,Frame 1,3.178941,3-4 Å
192,Frame 2,3.178941,3-4 Å
193,Frame 1,3.460460,3-4 Å
193,Frame 2,3.460460,3-4 Å
194,Frame 1,3.176384,3-4 Å
194,Frame 2,3.176384,3-4 Å
195,Frame 1,3.254118,3-4 Å
195,Frame 2,3.254118,3-4 Å
196,Frame 1,3.337445,3-4 Å
196,Frame 2,3.337445,3-4 Å
197,Frame 1,3.388966,3-4 Å
197,Frame 2,3.388966,3-4 Å
198,Frame 1,3.222415,3-4 Å
198,Frame 2,3.222415,3-4 Å
199,Frame 1,3.228865,3-4 Å
199,Frame 2,3.228865,3-4 Å
200,Frame 1,3.040462,3-4 Å
200,Frame 2,3.040462,3-4 Å
201,Frame 1,3.012110,3-4 Å
201,Frame 2,3.012110,3-4 Å
202,Frame 1,3.235004,3-4 Å
202,Frame 2,3.235004,3-4 Å
203,Frame 1,3.237493,3-4 Å
203,Frame 2,3.237493,3-4 Å
204,Frame 1,3.165304,3-4 Å
204,Frame 2,3.165304,3-4 Å
205,Frame 1,3.414787,3-4 Å
205,Frame 2,3.414787,3-4 Å
206,Frame 1,3.350333,3-4 Å
206,Frame 2,3.350333,3-4 Å
207,Frame 1,3.484993,3-4 Å
207,Frame 2,3.484993,3-4 Å
208,Frame 1,3.447445,3-4 Å
208,Frame 2,3.447445,3-4 Å
209,Frame 1,3.988808,3-4 Å
209,Frame 2,3.988808,3-4 Å
210,Frame 1,3.502533,3-4 Å
210,Frame 2,3.502533,3-4 Å
211,Frame 1,3.421154,3-4 Å
211,Frame 2,3.421154,3-4 Å
212,Frame 1,3.390512,3-4 Å
212,Frame 2,3.390512,3-4 Å
213,Frame 1,3.557497,3-4 Å
213,Frame 2,3.557497,3-4 Å
214,Frame 1,3.654177,3-4 Å
214,Frame 2,3.654177,3-4 Å
215,Frame 1,3.473033,3-4 Å
215,Frame 2,3.473033,3-4 Å
216,Frame 1,3.613722,3-4 Å
216,Frame 2,3.613722,3-4 Å
217,Frame 1,3.366498,3-4 Å
217,Frame 2,3.366498,3-4 Å
218,Frame 1,3.882947,3-4 Å
218,Frame 2,3.882947,3-4 Å
219,Frame 1,3.970680,3-4 Å
219,Frame 2,3.970680,3-4 Å
220,Frame 1,3.943855,3-4 Å
220,Frame 2,3.943855,3-4 Å
221,Frame 1,4.170266,4-5 Å
221,Frame 2,4.170266,4-5 Å
222,Frame 1,4.290552,4-5 Å
222,Frame 2,4.290552,4-5 Å
223,Frame 1,4.045492,4-5 Å
223,Frame 2,4.045492,4-5 Å
224,Frame 1,4.027664,4-5 Å
224,Frame 2,4.027664,4-5 Å
225,Frame 1,4.064548,4-5 Å
225,Frame 2,4.064548,4-5 Å
226,Frame 1,4.228179,4-5 Å
226,Frame 2,4.228179,4-5 Å
227,Frame 1,4.112239,4-5 Å
227,Frame 2,4.112239,4-5 Å
228,Frame 1,4.086939,4-5 Å
228,Frame 2,4.086939,4-5 Å
229,Frame 1,4.102359,4-5 Å
229,Frame 2,4.102359,4-5 Å
230,Frame 1,4.167759,4-5 Å
230,Frame 2,4.167759,4-5 Å
231,Frame 1,3.812520,3-4 Å
231,Frame 2,3.812520,3-4 Å
232,Frame 1,3.782485,3-4 Å
232,Frame 2,3.782485,3-4 Å
233,Frame 1,3.928007,3-4 Å
233,Frame 2,3.928007,3-4 Å
234,Frame 1,4.001383,4-5 Å
234,Frame 2,4.001383,4-5 Å
235,Frame 1,3.924109,3-4 Å
235,Frame 2,3.924109,3-4 Å
236,Frame 1,3.767793,3-4 Å
236,Frame 2,3.767793,3-4 Å
237,Frame 1,3.822154,3-4 Å
237,Frame 2,3.822154,3-4 Å
238,Frame 1,3.651857,3-4 Å
238,Frame 2,3.651857,3-4 Å
239,Frame 1,3.710878,3-4 Å
239,Frame 2,3.710878,3-4 Å
240,Frame 1,3.848764,3-4 Å
240,Frame 2,3.848764,3-4 Å
241,Frame 1,3.663064,3-4 Å
241,Frame 2,3.663064,3-4 Å
242,Frame 1,3.889508,3-4 Å
242,Frame 2,3.889508,3-4 Å
243,Frame 1,3.694975,3-4 Å
243,Frame 2,3.694975,3-4 Å
244,Frame 1,3.807537,3-4 Å
244,Frame 2,3.807537,3-4 Å
245,Frame 1,3.647584,3-4 Å
245,Frame 2,3.647584,3-4 Å
246,Frame 1,3.720990,3-4 Å
246,Frame 2,3.720990,3-4 Å
247,Frame 1,3.885867,3-4 Å
247,Frame 2,3.885867,3-4 Å
248,Frame 1,3.858585,3-4 Å
248,Frame 2,3.858585,3-4 Å
249,Frame 1,3.629422,3-4 Å
249,Frame 2,3.629422,3-4 Å
250,Frame 1,3.848270,3-4 Å
250,Frame 2,3.848270,3-4 Å
251,Frame 1,3.704424,3-4 Å
251,Frame 2,3.704424,3-4 Å
252,Frame 1,3.795401,3-4 Å
252,Frame 2,3.795401,3-4 Å
253,Frame 1,3.711802,3-4 Å
253,Frame 2,3.711802,3-4 Å
254,Frame 1,3.499410,3-4 Å
254,Frame 2,3.499410,3-4 Å
255,Frame 1,3.601733,3-4 Å
255,Frame 2,3.601733,3-4 Å
256,Frame 1,3.646013,3-4 Å
256,Frame 2,3.646013,3-4 Å
257,Frame 1,3.757863,3-4 Å
257,Frame 2,3.757863,3-4 Å
258,Frame 1,3.684368,3-4 Å
258,Frame 2,3.684368,3-4 Å
259,Frame 1,3.645874,3-4 Å
259,Frame 2,3.645874,3-4 Å
260,Frame 1,3.682040,3-4 Å
260,Frame 2,3.682040,3-4 Å
261,Frame 1,3.716022,3-4 Å
261,Frame 2,3.716022,3-4 Å
262,Frame 1,3.683623,3-4 Å
262,Frame 2,3.683623,3-4 Å
263,Frame 1,3.615917,3-4 Å
263,Frame 2,3.615917,3-4 Å
264,Frame 1,3.637641,3-4 Å
264,Frame 2,3.637641,3-4 Å
265,Frame 1,3.777548,3-4 Å
265,Frame 2,3.777548,3-4 Å
266,Frame 1,3.775493,3-4 Å
266,Frame 2,3.775493,3-4 Å
267,Frame 1,3.664035,3-4 Å
267,Frame 2,3.664035,3-4 Å
268,Frame 1,3.837555,3-4 Å
268,Frame 2,3.837555,3-4 Å
269,Frame 1,3.869389,3-4 Å
269,Frame 2,3.869389,3-4 Å
270,Frame 1,3.542043,3-4 Å
270,Frame 2,3.542043,3-4 Å
271,Frame 1,4.038424,4-5 Å
271,Frame 2,4.038424,4-5 Å
272,Frame 1,3.714131,3-4 Å
272,Frame 2,3.714131,3-4 Å
273,Frame 1,3.730192,3-4 Å
273,Frame 2,3.730192,3-4 Å
274,Frame 1,3.885949,3-4 Å
274,Frame 2,3.885949,3-4 Å
275,Frame 1,3.665157,3-4 Å
275,Frame 2,3.665157,3-4 Å
276,Frame 1,3.743691,3-4 Å
276,Frame 2,3.743691,3-4 Å
277,Frame 1,3.959154,3-4 Å
277,Frame 2,3.959154,3-4 Å
278,Frame 1,3.852399,3-4 Å
278,Frame 2,3.852399,3-4 Å
279,Frame 1,3.859385,3-4 Å
279,Frame 2,3.859385,3-4 Å
280,Frame 1,3.855186,3-4 Å
280,Frame 2,3.855186,3-4 Å
281,Frame 1,3.713573,3-4 Å
281,Frame 2,3.713573,3-4 Å
282,Frame 1,3.651036,3-4 Å
282,Frame 2,3.651036,3-4 Å
283,Frame 1,3.411898,3-4 Å
283,Frame 2,3.411898,3-4 Å
284,Frame 1,3.654609,3-4 Å
284,Frame 2,3.654609,3-4 Å
285,Frame 1,3.622893,3-4 Å
285,Frame 2,3.622893,3-4 Å
286,Frame 1,3.647867,3-4 Å
286,Frame 2,3.647867,3-4 Å
287,Frame 1,3.632595,3-4 Å
287,Frame 2,3.632595,3-4 Å
288,Frame 1,3.841557,3-4 Å
288,Frame 2,3.841557,3-4 Å
289,Frame 1,3.605389,3-4 Å
289,Frame 2,3.605389,3-4 Å
290,Frame 1,3.429713,3-4 Å
290,Frame 2,3.429713,3-4 Å
291,Frame 1,3.526750,3-4 Å
291,Frame 2,3.526750,3-4 Å
292,Frame 1,3.474777,3-4 Å
292,Frame 2,3.474777,3-4 Å
293,Frame 1,3.610568,3-4 Å
293,Frame 2,3.610568,3-4 Å
294,Frame 1,3.712764,3-4 Å
294,Frame 2,3.712764,3-4 Å
295,Frame 1,3.653626,3-4 Å
295,Frame 2,3.653626,3-4 Å
296,Frame 1,3.504530,3-4 Å
296,Frame 2,3.504530,3-4 Å
297,Frame 1,3.564524,3-4 Å
297,Frame 2,3.564524,3-4 Å
298,Frame 1,3.587312,3-4 Å
298,Frame 2,3.587312,3-4 Å
299,Frame 1,3.587047,3-4 Å
299,Frame 2,3.587047,3-4 Å
300,Frame 1,3.492636,3-4 Å
300,Frame 2,3.492636,3-4 Å
301,Frame 1,3.549205,3-4 Å
301,Frame 2,3.549205,3-4 Å
302,Frame 1,3.616593,3-4 Å
302,Frame 2,3.616593,3-4 Å
303,Frame 1,3.457422,3-4 Å
303,Frame 2,3.457422,3-4 Å
304,Frame 1,3.360687,3-4 Å
304,Frame 2,3.360687,3-4 Å
305,Frame 1,3.717195,3-4 Å
305,Frame 2,3.717195,3-4 Å
306,Frame 1,3.841329,3-4 Å
306,Frame 2,3.841329,3-4 Å
307,Frame 1,3.705003,3-4 Å
307,Frame 2,3.705003,3-4 Å
308,Frame 1,3.692722,3-4 Å
308,Frame 2,3.692722,3-4 Å
309,Frame 1,3.887362,3-4 Å
309,Frame 2,3.887362,3-4 Å
310,Frame 1,3.603192,3-4 Å
310,Frame 2,3.603192,3-4 Å
311,Frame 1,3.566456,3-4 Å
311,Frame 2,3.566456,3-4 Å
312,Frame 1,3.502043,3-4 Å
312,Frame 2,3.502043,3-4 Å
313,Frame 1,3.464689,3-4 Å
313,Frame 2,3.464689,3-4 Å
314,Frame 1,3.539018,3-4 Å
314,Frame 2,3.539018,3-4 Å
315,Frame 1,3.678148,3-4 Å
315,Frame 2,3.678148,3-4 Å
316,Frame 1,3.574657,3-4 Å
316,Frame 2,3.574657,3-4 Å
317,Frame 1,3.651051,3-4 Å
317,Frame 2,3.651051,3-4 Å
318,Frame 1,3.557999,3-4 Å
318,Frame 2,3.557999,3-4 Å
319,Frame 1,3.489690,3-4 Å
319,Frame 2,3.489690,3-4 Å
320,Frame 1,3.650446,3-4 Å
320,Frame 2,3.650446,3-4 Å
321,Frame 1,3.581323,3-4 Å
321,Frame 2,3.581323,3-4 Å
322,Frame 1,3.639760,3-4 Å
322,Frame 2,3.639760,3-4 Å
323,Frame 1,3.632962,3-4 Å
323,Frame 2,3.632962,3-4 Å
324,Frame 1,3.579231,3-4 Å
324,Frame 2,3.579231,3-4 Å
325,Frame 1,3.624926,3-4 Å
325,Frame 2,3.624926,3-4 Å
326,Frame 1,3.725347,3-4 Å
326,Frame 2,3.725347,3-4 Å
327,Frame 1,3.616255,3-4 Å
327,Frame 2,3.616255,3-4 Å
328,Frame 1,3.612767,3-4 Å
328,Frame 2,3.612767,3-4 Å
329,Frame 1,3.705685,3-4 Å
329,Frame 2,3.705685,3-4 Å
330,Frame 1,3.640145,3-4 Å
330,Frame 2,3.640145,3-4 Å
331,Frame 1,3.530955,3-4 Å
331,Frame 2,3.530955,3-4 Å
332,Frame 1,3.695695,3-4 Å
332,Frame 2,3.695695,3-4 Å
333,Frame 1,3.630059,3-4 Å
333,Frame 2,3.630059,3-4 Å
334,Frame 1,3.750455,3-4 Å
334,Frame 2,3.750455,3-4 Å
335,Frame 1,3.836224,3-4 Å
335,Frame 2,3.836224,3-4 Å
336,Frame 1,3.867225,3-4 Å
336,Frame 2,3.867225,3-4 Å
337,Frame 1,3.690336,3-4 Å
337,Frame 2,3.690336,3-4 Å
338,Frame 1,3.654060,3-4 Å
338,Frame 2,3.654060,3-4 Å
339,Frame 1,3.780360,3-4 Å
339,Frame 2,3.780360,3-4 Å
340,Frame 1,3.611976,3-4 Å
340,Frame 2,3.611976,3-4 Å
341,Frame 1,3.792983,3-4 Å
341,Frame 2,3.792983,3-4 Å
342,Frame 1,3.874037,3-4 Å
342,Frame 2,3.874037,3-4 Å
343,Frame 1,3.772961,3-4 Å
343,Frame 2,3.772961,3-4 Å
344,Frame 1,3.792727,3-4 Å
344,Frame 2,3.792727,3-4 Å
345,Frame 1,3.754624,3-4 Å
345,Frame 2,3.754624,3-4 Å
346,Frame 1,4.033358,4-5 Å
346,Frame 2,4.033358,4-5 Å
347,Frame 1,4.007399,4-5 Å
347,Frame 2,4.007399,4-5 Å
348,Frame 1,3.706176,3-4 Å
348,Frame 2,3.706176,3-4 Å
349,Frame 1,3.739429,3-4 Å
349,Frame 2,3.739429,3-4 Å
350,Frame 1,3.957370,3-4 Å
